"company","datacenter_name","datacenter_id","mi_datacenter_id","mi_company_id","facility_owner","street_address","total_UPS_power","net_UPS_power","net_UPS_power_utilized","total_utility_power","PUE","kW_per_rack","total_revenue","year_built","year_operational","quarter_operational","year_retrofitted","year_decommissioned","quarter_decommissioned","operational_status","center_type","tenant_type","county","state_ab","state","zip_code","latitude","longitude"
"Cogent Communications Holdings, Inc.","Cogent Atlanta 2","13714","10259492","4121438","Cogent Communications Holdings, Inc.","1190 Allene Avenue Southwest",6750,6750,5265,10125,1.5,9.64,6.57,2015,2015,4,2024,NA,NA,"Operational","Retail","Multi","Fulton","GA","Georgia","30310",33.72242,-84.41265
"Cogent Communications Holdings, Inc.","Cogent Austin","13713","10244984","4121438","Cogent Communications Holdings, Inc.","7301 Metro Center Drive",3484.05,3484.05,2717.56,5226.07,1.5,5.25,6.21,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Travis","TX","Texas","78744",30.209239,-97.69778
"Cogent Communications Holdings, Inc.","Cogent Boston","323","10179947","4121438","Cogent Communications Holdings, Inc.","59 Innerbelt Road",0,0,0,0,1.7,0,0,NA,NA,NA,NA,2020,2,"Not Operational","Telco","Multi","Middlesex","MA","Massachusetts","02143",42.378129,-71.08134
"Cogent Communications Holdings, Inc.","Cogent Boston","9525","10187873","4121438","Cogent Communications Holdings, Inc.","300 5th Avenue",450,450,360,675,1.5,5.25,0.82,2020,2020,2,NA,NA,NA,"Operational","Telco","Multi","Middlesex","MA","Massachusetts","02451",42.38989,-71.25765
"Cogent Communications Holdings, Inc.","Cogent Buffalo","13698","10259538","4121438","Cogent Communications Holdings, Inc.","271 Bristol Street",2158.95,2158.95,1683.98,3238.43,1.5,5.25,3.85,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Erie","NY","New York","14206",42.88116,-78.84633
"Cogent Communications Holdings, Inc.","Cogent Burbank","13726","10259523","4121438","Cogent Communications Holdings, Inc.","100 South Flower Street",7915.2,7915.2,6173.86,11872.8,1.5,5.25,14.11,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Los Angeles","CA","California","91502",34.17746,-118.31138
"Cogent Communications Holdings, Inc.","Cogent Cheyenne","13704","10259517","4121438","Cogent Communications Holdings, Inc.","114 West 10th Street",2500,2500,200,3750,1.5,5.4,0.44,NA,2024,3,2024,NA,NA,"Operational","Retail","Multi","Laramie","WY","Wyoming","82007",41.12794,-104.81163
"Cogent Communications Holdings, Inc.","Cogent Chicago 3","13717","10259500","4121438","Cogent Communications Holdings, Inc.","4200 West 40th Street",6750,6750,540,10125,1.5,8.32,0.78,NA,2024,3,2024,NA,NA,"Operational","Retail","Multi","Cook","IL","Illinois","60632",41.81992,-87.72892
"Cogent Communications Holdings, Inc.","Cogent Cleveland","3661","10179927","4121438","Fusion Connect, Inc.","1621 Euclid Avenue",150,150,81,300,2,5.25,0.19,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Cuyahoga","OH","Ohio","44115",41.50137,-81.68036
"Cogent Communications Holdings, Inc.","Cogent Cleveland 2","13681","10259474","4121438","Cogent Communications Holdings, Inc.","2650 Rockefeller Avenue",870.6,870.6,679.07,1305.9,1.5,5.25,1.55,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Cuyahoga","OH","Ohio","44115",41.484772,-81.67486
"Cogent Communications Holdings, Inc.","Cogent Data Center - Boston","13689","10362088","4121438","Cogent Communications Holdings, Inc.","3 5th Avenue",1260,1260,554.4,1890,1.5,5.25,1.27,NA,2020,1,NA,NA,NA,"Operational","Retail","Multi","Middlesex","MA","Massachusetts","02451",42.389947,-71.25756
"Cogent Communications Holdings, Inc.","Cogent Data Center - Cleveland","13678","10362087","4121438","Cogent Communications Holdings, Inc.","1621 Euclid Avenue",750,750,750,1125,1.5,5.25,1.71,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Cuyahoga","OH","Ohio","44115",41.501464,-81.680315
"Cogent Communications Holdings, Inc.","Cogent Data Center - Columbus","13674","10179928","4121438","Cogent Communications Holdings, Inc.","240 North 5th Street",648,648,648,972,1.5,5.25,1.48,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Franklin","OH","Ohio","43215",39.968191,-82.99564
"Cogent Communications Holdings, Inc.","Cogent Data Center - Dallas 2","13684","10259502","4121438","Cogent Communications Holdings, Inc.","146 Parkhouse Street",983.04,983.04,766.77,1474.56,1.5,5.25,1.75,NA,2015,4,2024,NA,NA,"Operational","Retail","Multi","Dallas","TX","Texas","75207",32.783592,-96.8183
"Cogent Communications Holdings, Inc.","Cogent Data Center - Detroit","13693","10259505","4121438","Cogent Communications Holdings, Inc.","1320 3rd Street",3750,3750,2925,5000,1.5,12.62,2.78,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Wayne","MI","Michigan","48226",42.33074,-83.05586
"Cogent Communications Holdings, Inc.","Cogent Data Center - El Paso","13675","10259506","4121438","Cogent Communications Holdings, Inc.","151 North Boone Street",685.2,685.2,685.2,1027.8,1.5,5.25,1.57,NA,NA,NA,2024,NA,NA,"Operational","Retail","Multi","El Paso","TX","Texas","79905",31.77407,-106.44415
"Cogent Communications Holdings, Inc.","Cogent Data Center - Elkridge MD","13719","10244833","4121438","Cogent Communications Holdings, Inc.","6050 Race Road",4560,4560,3556.8,6840,1.5,5.25,8.13,NA,2015,4,2024,NA,NA,"Operational","Retail","Multi","Howard","MD","Maryland","21075",39.20342,-76.712403
"Cogent Communications Holdings, Inc.","Cogent Data Center - Fort Worth","13725","10259507","4121438","Cogent Communications Holdings, Inc.","1400 East Presidio Street",5000,5000,3900,7500,1.5,3.32,14.09,NA,2015,4,2024,NA,NA,"Operational","Retail","Multi","Tarrant","TX","Texas","76102",32.74445,-97.31453
"Cogent Communications Holdings, Inc.","Cogent Data Center - Franklin","13673","10259482","4121438","Cogent Communications Holdings, Inc.","254 State Highway 23",630.36,630.36,630.36,945.54,1.5,5.25,1.44,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Sussex","NJ","New Jersey","07416",41.11673,-74.576
"Cogent Communications Holdings, Inc.","Cogent Data Center - Hackensack","13683","10259483","4121438","Cogent Communications Holdings, Inc.","280 State Street",926.4,926.4,926.4,1389.6,1.5,5.25,2.12,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Bergen","NJ","New Jersey","07601",40.8873,-74.042569
"Cogent Communications Holdings, Inc.","Cogent Data Center - Hollywood FL","13680","10259496","4121438","Cogent Communications Holdings, Inc.","3924 Pembroke Road",823.68,823.68,823.68,1235.52,1.5,5.25,1.88,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Broward","FL","Florida","33021",25.99498,-80.18053
"Cogent Communications Holdings, Inc.","Cogent Data Center - Houston","13712","10362987","4121438","Cogent Communications Holdings, Inc.","1261 North Freeway",3295.2,3295.2,2570.26,4942.8,1.5,5.25,5.87,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Harris","TX","Texas","77060",29.943753,-95.417348
"Cogent Communications Holdings, Inc.","Cogent Data Center - Houston 2","13711","10362986","4121438","Cogent Communications Holdings, Inc.","892 Point Six Circle",3261.96,3261.96,2544.33,4892.94,1.5,5.25,5.82,NA,2015,4,2024,NA,NA,"Operational","Retail","Multi","Harris","TX","Texas","77095",29.906331,-95.625908
"Cogent Communications Holdings, Inc.","Cogent Data Center - Irving","13701","10259501","4121438","Cogent Communications Holdings, Inc.","2511 East Grauwyler Road",2305.44,2305.44,1798.24,3458.16,1.5,5.25,4.11,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Dallas","TX","Texas","75061",32.831368,-96.90693
"Cogent Communications Holdings, Inc.","Cogent Data Center - Kansas City","13710","10259510","4121438","Cogent Communications Holdings, Inc.","101 Holmes Street",8000,8000,6240,10000,1.5,12.96,5.78,NA,2015,4,2024,NA,NA,"Operational","Retail","Multi","Jackson","MO","Missouri","64106",39.112813,-94.57673
"Cogent Communications Holdings, Inc.","Cogent Data Center - Livermore","13688","10259527","4121438","Cogent Communications Holdings, Inc.","8851 Manning Road",1091.4,1091.4,851.29,1637.1,1.5,5.25,1.95,2015,2015,4,NA,NA,NA,"Operational","Retail","Multi","Contra Costa","CA","California","94551",37.76025,-121.79921
"Cogent Communications Holdings, Inc.","Cogent Data Center - Los Angeles","13686","10259522","4121438","Cogent Communications Holdings, Inc.","530 West 6th Street",1008,1008,786.24,1512,1.5,5.25,1.8,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Los Angeles","CA","California","90014",34.04839,-118.25518
"Cogent Communications Holdings, Inc.","Cogent Data Center - Milwaukee","13607","10259512","4121438","Cogent Communications Holdings, Inc.","324 East Wisconsin",72.96,72.96,72.96,109.44,1.5,5.25,0.17,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Milwaukee","WI","Wisconsin","53202",43.039011,-87.90706
"Cogent Communications Holdings, Inc.","Cogent Data Center - Milwaukee 2","13677","10259513","4121438","Cogent Communications Holdings, Inc.","2915 South 5th Court",699.72,699.72,545.78,1049.58,1.5,5.25,1.25,NA,2015,4,2024,NA,NA,"Operational","Retail","Multi","Milwaukee","WI","Wisconsin","53207",42.99115,-87.91658
"Cogent Communications Holdings, Inc.","Cogent Data Center - Minneapolis","13682","10259514","4121438","Legacy Investing, LLC","1001 Third Avenue South",918,918,716.04,1377,1.5,5.25,1.64,2021,2015,4,NA,NA,NA,"Operational","Retail","Multi","Hennepin","MN","Minnesota","55404",44.971454,-93.27065
"Cogent Communications Holdings, Inc.","Cogent Data Center - Nashville","13697","10259497","4121438","Cogent Communications Holdings, Inc.","338 Woodycrest Avenue",2500,2500,200,3750,1.5,6.25,0.38,NA,2024,3,2024,NA,NA,"Operational","Retail","Multi","Davidson","TN","Tennessee","37210",36.13216,-86.75299
"Cogent Communications Holdings, Inc.","Cogent Data Center - Omaha","13687","10259518","4121438","Cogent Communications Holdings, Inc.","810 South 7th Street",2250,2250,180,3375,1.5,10.86,0.2,NA,2024,3,2024,NA,NA,"Operational","Retail","Multi","Douglas","NE","Nebraska","68108",41.25209,-95.925467
"Cogent Communications Holdings, Inc.","Cogent Data Center - Orlando","13694","10259498","4121438","Cogent Communications Holdings, Inc.","17401 Wewahootee Road",2700,2700,216,5000,1.5,7.38,0.35,2018,2024,3,2024,NA,NA,"Operational","Retail","Multi","Orange","FL","Florida","32832",28.42535,-81.121
"Cogent Communications Holdings, Inc.","Cogent Data Center - Oroville","13718","10259530","4121438","Cogent Communications Holdings, Inc.","2405 Bird Street",4376.76,4376.76,350.14,6565.14,1.5,5.25,0.8,2024,2024,3,2024,NA,NA,"Operational","Retail","Multi","Butte","CA","California","95965",39.51435,-121.55028
"Cogent Communications Holdings, Inc.","Cogent Data Center - Pennsauken","13720","10259486","4121438","Cogent Communications Holdings, Inc.","4101 Maple Avenue",4752.12,4752.12,3706.65,7128.18,1.5,5.25,8.47,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Camden","NJ","New Jersey","08109",39.94895,-75.065913
"Cogent Communications Holdings, Inc.","Cogent Data Center - Phoenix 2","13708","10259531","4121438","Cogent Communications Holdings, Inc.","1530 East Roeser Road",6000,6000,4680,13300,1.5,10.14,5.54,NA,2015,4,2024,NA,NA,"Operational","Retail","Multi","Maricopa","AZ","Arizona","85040",33.40028,-112.048004
"Cogent Communications Holdings, Inc.","Cogent Data Center - Portland","13685","10259532","4121438","Cogent Communications Holdings, Inc.","2953 Nortwest Saint Helens Road",999,999,779.22,1498.5,1.5,5.25,1.78,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Multnomah","OR","Oregon","97210",45.54383,-122.72195
"Cogent Communications Holdings, Inc.","Cogent Data Center - Raleigh","13666","10259495","4121438","Cogent Communications Holdings, Inc.","608 West Hargett Street",474.48,474.48,370.09,711.72,1.5,5.25,0.85,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Wake","NC","North Carolina","27603",35.778916,-78.64769
"Cogent Communications Holdings, Inc.","Cogent Data Center - San Jose","13707","10259528","4121438","Cogent Communications Holdings, Inc.","801 Newhall Street",2839.32,2839.32,2214.67,4258.98,1.5,5.25,5.06,2015,2015,4,NA,NA,NA,"Operational","Retail","Multi","Santa Clara","CA","California","95110",37.34835,-121.92345
"Cogent Communications Holdings, Inc.","Cogent Data Center - Seattle","13716","10179932","4121438","Cogent Communications Holdings, Inc.","32275 32nd Avenue South",3986.76,3986.76,3109.67,5980.14,1.5,5.25,7.11,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","King","WA","Washington","98001",47.311827,-122.29456
"Cogent Communications Holdings, Inc.","Cogent Data Center - Springfield","13700","10259537","4121438","Cogent Communications Holdings, Inc.","400 Taylor Street",3150,3150,2457,4725,1.5,7.4,3.98,NA,2015,4,2024,NA,NA,"Operational","Retail","Multi","Hampden","MA","Massachusetts","01105",42.112982,-72.583676
"Cogent Communications Holdings, Inc.","Cogent Data Center - St. Louis","13679","10259519","4121438","Cogent Communications Holdings, Inc.","1925 Chouteau Avenue",792,792,617.76,1188,1.5,5.25,1.41,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","St. Louis","MO","Missouri","63103",38.62125,-90.21199
"Cogent Communications Holdings, Inc.","Cogent Data Center - St. Paul","13691","10259515","4121438","Cogent Communications Holdings, Inc.","847 Earl Street",2250,2250,1755,3375,1.5,8.29,2.54,NA,2015,4,2024,NA,NA,"Operational","Retail","Multi","Ramsey","MN","Minnesota","55106",44.96728,-93.05628
"Cogent Communications Holdings, Inc.","Cogent Data Center - Stockton","13723","10259529","4121438","Cogent Communications Holdings, Inc.","3807 Coronado Avenue",6672.12,6672.12,5204.25,10008.18,1.5,5.25,11.9,2015,2015,4,2024,NA,NA,"Operational","Retail","Multi","San Joaquin","CA","California","95204",37.98765,-121.288782
"Cogent Communications Holdings, Inc.","Cogent Data Center - Tacoma","13709","10259534","4121438","Cogent Communications Holdings, Inc.","2210 South 35th Street",3181.68,3181.68,2481.71,4772.52,1.5,5.25,5.67,NA,2015,4,2024,NA,NA,"Operational","Retail","Multi","Pierce","WA","Washington","98409",47.22774,-122.46657
"Cogent Communications Holdings, Inc.","Cogent Data Center - Tampa","13663","10179948","4121438","Cogent Communications Holdings, Inc.","400 North Tampa Street",395.76,395.76,308.69,593.64,1.5,5.25,0.71,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Hillsborough","FL","Florida","33602",27.94772,-82.45919
"Cogent Communications Holdings, Inc.","Cogent Data Center - Washington DC","13590","10179950","4121438","Cogent Communications Holdings, Inc.","1120 Vermont Avenue Northwest",0,0,0,0,1.5,0,0,NA,NA,NA,NA,2024,2,"Not Operational","Retail","Multi","District of Columbia","DC","District of Columbia","20005",38.904857,-77.03286
"Cogent Communications Holdings, Inc.","Cogent Data Center - Washington DC 2","13690","10259491","4121438","Cogent Communications Holdings, Inc.","1050 Connecticut Avenue Northwest",1400.76,1400.76,1092.59,2101.14,1.5,5.25,2.5,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","District of Columbia","DC","District of Columbia","20036",38.90343,-77.04079
"Cogent Communications Holdings, Inc.","Cogent La Mirada","13705","10184585","4121438","Cogent Communications Holdings, Inc.","16680 Valley View Avenue",2476.5,2476.5,1931.67,3714.75,1.5,5.25,4.42,NA,2015,4,NA,NA,NA,"Operational","Retail","Multi","Los Angeles","CA","California","90638",33.879828,-118.02679
"Cogent Communications Holdings, Inc.","Cogent Louisville","2805","10179936","4121438","Cogent Communications Holdings, Inc.","332 West Broadway",225,225,112.5,405,1.8,5.25,0.47,2012,2012,NA,NA,NA,NA,"Operational","Retail","Multi","Jefferson","KY","Kentucky","40202",38.245857,-85.75805
"Cogent Communications Holdings, Inc.","Cogent New Orleans (MSY01)","4693","10179940","4121438","Cogent Communications Holdings, Inc.","650 Poydras Street",1172,1172,586,1875,1.6,5.4,1.41,NA,2013,1,NA,NA,NA,"Operational","Retail","Multi","Orleans","LA","Louisiana","70130",29.94897,-90.070115
"Cogent Communications Holdings, Inc.","Cogent Phoenix","4699","10179944","4121438","Cogent Communications Holdings, Inc.","3410 East University Drive",739.01,739.01,369.51,1200,1.6,4.5,0.73,2015,2015,3,NA,NA,NA,"Operational","Telco","Multi","Maricopa","AZ","Arizona","85034",33.41695,-112.00842
"Cogent Communications Holdings, Inc.","Cogent Pittsburgh","3647","10346516","4121438","Cogent Communications Holdings, Inc.","650 Smithfield Road",75,75,37.5,158,2.1,3.5,0.11,NA,2013,1,NA,NA,NA,"Operational","Retail","Multi","Allegheny","PA","Pennsylvania","15222",40.442527,-79.99663
"Cogent Communications Holdings, Inc.","Cogent POP Albany","13650","10259475","4121438","Cogent Communications Holdings, Inc.","89 Hannay Lane",100,100,100,150,1.5,1.75,0.69,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Albany","NY","New York","12077",42.625053,-73.78683
"Cogent Communications Holdings, Inc.","Cogent PoP Amarillo","13603","10362028","4121438","Cogent Communications Holdings, Inc.","66 South Washington Street",15,15,15,22.5,1.5,1.75,0.1,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Randall","TX","Texas","79118",35.134488,-101.848298
"Cogent Communications Holdings, Inc.","Cogent PoP Atmore","13671","10362085","4121438","Cogent Communications Holdings, Inc.","716 East Ridgeley Street",200,200,200,300,1.5,1.75,1.37,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Escambia","AL","Alabama","36502",31.025167,-87.483902
"Cogent Communications Holdings, Inc.","Cogent PoP Austin 2","13665","10362083","4121438","Cogent Communications Holdings, Inc.","249 Thornton Road",150,150,150,225,1.5,1.75,1.03,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Travis","TX","Texas","78704",30.243858,-97.772501
"Cogent Communications Holdings, Inc.","Cogent PoP Austin 3","13605","10362030","4121438","Cogent Communications Holdings, Inc.","153 West 3rd Street",17.5,17.5,17.5,26.25,1.5,1.75,0.12,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Travis","TX","Texas","78703",30.272116,-97.762742
"Cogent Communications Holdings, Inc.","Cogent PoP Billings","13608","10362032","4121438","Cogent Communications Holdings, Inc.","325 Hesper Road",25,25,25,37.5,1.5,1.75,0.17,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Yellowstone","MT","Montana","59102",45.74088,-108.592102
"Cogent Communications Holdings, Inc.","Cogent PoP Bloomington","13659","10362078","4121438","Cogent Communications Holdings, Inc.","12 North Western Avenue",120,120,120,180,1.5,1.75,0.82,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","McLean","IL","Illinois","61701",40.478765,-89.0082
"Cogent Communications Holdings, Inc.","Cogent PoP Boston","13609","10362033","4121438","Cogent Communications Holdings, Inc.","2 Overland Street/19 Brookline",25,25,25,37.5,1.5,1.75,0.17,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Suffolk","MA","Massachusetts","02215",42.346515,-71.10173
"Cogent Communications Holdings, Inc.","Cogent PoP Bryan","13646","10362068","4121438","Cogent Communications Holdings, Inc.","162 Groesbeck St",83.6,83.6,83.6,125.4,1.5,1.75,0.57,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Brazos","TX","Texas","77803",30.657669,-96.380376
"Cogent Communications Holdings, Inc.","Cogent PoP Charlotte","13661","10362080","4121438","Cogent Communications Holdings, Inc.","232 West Liddell Street",128,128,128,192,1.5,1.75,0.88,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Mecklenburg","NC","North Carolina","28206",35.237038,-80.833385
"Cogent Communications Holdings, Inc.","Cogent PoP Charlotte 2","13610","10259494","4121438","Cogent Communications Holdings, Inc.","1310 South Mint Street",25,25,25,37.5,1.5,1.75,0.17,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Mecklenburg","NC","North Carolina","28203",35.22101,-80.858212
"Cogent Communications Holdings, Inc.","Cogent PoP Chelmsford","13591","10362020","4121438","Cogent Communications Holdings, Inc.","18 Middlesex Street",0,0,0,0,1.5,0,0,NA,NA,NA,NA,2024,2,"Not Operational","Retail","Multi","Middlesex","MA","Massachusetts","01863",42.636631,-71.37269
"Cogent Communications Holdings, Inc.","Cogent POP Chicago 2","13622","10362045","4121438","Cogent Communications Holdings, Inc.","171 W Golf Road",50,50,50,75,1.5,1.75,0.34,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Cook","IL","Illinois","60008",42.049563,-87.999611
